Time,Thermistor 1,Thermistor 2,Thermistor 3,Thermistor 4,Thermistor 5,Thermistor 5,Thermistor 6,Thermistor 7
410,30.29,25.67,25.97,32.41,23.55,32.22,25.17,27.35
411,30.29,25.67,25.97,32.41,23.45,32.41,25.27,27.06
412,30.19,25.67,25.97,32.41,23.45,33.57,25.47,26.46
413,30.19,25.67,25.97,32.41,23.35,35.4,26.07,26.36
414,30.19,25.67,25.97,32.41,23.35,35.11,26.07,25.97
415,30.29,25.67,26.07,32.41,24.56,34.63,25.87,25.87
416,30.19,25.67,26.56,32.32,24.46,33.86,25.47,25.67
417,30.19,25.67,27.16,32.12,25.97,33.19,25.27,25.57
418,30.29,25.67,27.75,32.03,25.87,32.51,24.77,25.47
419,30.29,25.57,28.92,31.93,25.97,32.03,24.46,25.47
420,30.29,25.57,29.12,31.84,25.77,31.55,24.06,25.47
421,30.29,25.57,29.8,31.74,25.57,31.16,23.75,25.37
422,30.29,25.57,30.38,31.64,25.37,30.67,23.45,25.37
423,30.38,25.57,30.77,31.55,25.17,30.29,23.04,25.37
424,30.48,25.47,30.77,31.45,24.97,29.99,22.73,25.37
425,30.87,25.47,30.48,31.35,24.87,29.7,22.63,25.37
426,31.26,25.47,30.29,31.35,24.77,29.41,22.53,25.37
427,31.26,25.47,29.99,31.26,24.56,29.12,22.53,25.37
428,31.26,25.47,29.7,31.26,24.56,29.02,22.63,25.37
429,31.16,25.47,29.41,31.16,24.46,28.73,22.63,25.27
430,31.06,25.37,29.12,31.06,24.46,28.63,22.53,25.37
431,31.26,25.37,28.92,31.06,24.36,28.43,22.53,25.47
432,31.35,25.37,28.83,31.06,24.26,28.34,22.53,25.37
433,31.35,25.37,28.63,31.06,24.26,28.34,22.53,25.47
434,31.26,25.57,28.53,30.97,24.16,28.14,22.43,25.47
435,31.16,25.87,28.43,30.97,24.16,28.04,22.43,25.47
436,31.06,25.77,28.34,30.97,24.16,27.94,22.32,25.47
437,30.97,25.87,28.14,30.87,24.06,27.75,22.32,25.47
438,30.87,26.17,28.04,30.87,24.06,27.75,22.32,25.57
439,30.87,26.07,27.85,30.87,24.06,27.65,22.22,25.57
440,30.77,26.07,27.85,30.87,24.06,27.65,22.32,25.47
441,30.77,26.07,27.75,30.87,23.96,27.55,22.22,25.57
442,30.67,25.97,27.65,30.87,23.96,27.65,22.22,25.97
443,30.67,25.87,27.55,30.77,23.86,27.55,22.22,26.07
444,30.58,25.87,27.45,30.77,23.96,27.45,23.45,26.17
445,30.58,25.87,27.45,30.77,23.86,27.45,24.06,25.97
446,30.48,25.77,27.35,30.77,23.86,27.35,24.16,26.07
447,30.48,25.67,27.25,30.67,23.86,27.25,24.16,26.07
448,30.38,25.57,27.25,30.67,23.75,27.16,23.96,25.97
449,30.48,25.57,27.16,30.58,23.75,27.16,23.86,25.97
450,30.48,25.57,27.16,30.58,23.75,27.06,23.65,25.97
451,30.87,25.57,27.25,30.48,23.75,27.06,23.55,25.97
452,31.06,25.47,27.35,30.48,23.75,26.96,23.45,25.97
453,30.97,25.47,27.35,30.38,23.75,26.86,23.35,25.97
454,30.97,25.47,27.35,30.48,23.65,26.96,23.35,25.87
455,30.87,25.57,27.35,30.38,23.65,26.76,23.25,25.87
456,30.87,25.87,27.35,30.38,23.75,26.76,23.14,25.87
457,30.77,25.97,27.35,30.38,23.65,26.66,23.14,25.87
458,30.67,25.97,27.25,30.29,23.65,26.66,23.14,25.87
459,30.67,25.87,27.25,30.29,23.65,26.66,23.04,25.77
460,30.58,26.26,27.16,30.29,23.55,26.56,23.04,25.87
461,30.48,26.36,27.16,30.19,23.55,26.36,23.04,25.87
462,30.48,26.26,27.16,30.19,23.55,26.46,22.94,25.87
463,30.48,26.26,27.06,30.29,23.55,26.56,22.94,25.97
464,30.38,26.17,27.06,30.29,23.55,26.56,22.84,25.87
465,30.38,26.17,26.96,30.19,23.55,26.56,22.94,25.97
466,30.29,26.07,26.96,30.19,23.45,26.66,22.94,26.26
467,30.29,25.97,26.86,30.19,23.55,26.56,22.94,26.56
468,30.29,25.87,26.86,30.19,23.55,26.56,22.94,26.56
469,30.19,25.87,26.76,30.19,23.45,26.46,24.06,26.46
470,30.29,25.77,26.76,30.19,23.45,26.46,25.37,26.46
471,30.29,25.77,26.76,30.19,23.35,26.26,25.47,26.36
472,30.19,25.67,26.76,30.19,23.35,26.36,25.47,26.26
473,30.19,25.67,26.76,30.09,23.35,26.26,27.06,26.26
474,30.19,25.57,26.66,30.09,23.35,26.17,27.25,26.26
475,30.19,25.57,26.66,30.09,23.35,26.26,27.16,26.17
476,30.19,25.57,26.56,29.99,23.35,26.17,26.96,26.17
477,30.19,25.57,26.56,29.99,23.25,26.07,27.85,26.17
478,30.19,25.47,26.56,29.9,23.25,25.97,28.14,26.07
479,30.19,25.47,26.56,29.9,23.25,25.97,28.04,26.07
480,30.19,25.37,26.56,29.8,23.25,25.97,27.75,26.07
481,30.19,25.37,26.56,29.8,23.25,25.87,27.65,26.17
482,30.19,25.37,26.46,29.7,23.25,25.97,28.14,26.07
483,30.09,25.27,26.46,29.7,23.14,25.77,28.24,26.07
484,30.19,25.27,26.46,29.8,23.14,25.77,28.14,25.97
485,30.09,25.27,26.36,29.7,23.04,25.67,27.85,25.97
486,30.09,25.27,26.46,29.61,23.14,25.67,27.65,25.97
487,30.19,25.17,26.36,29.61,23.04,25.67,27.65,25.97
488,30.09,25.17,26.36,29.61,23.14,25.57,27.75,25.97
489,30.09,25.17,26.36,29.51,23.14,25.57,27.65,26.07
490,30.09,25.07,26.36,29.51,23.04,25.57,27.45,25.97
491,30.09,25.07,26.36,29.51,23.04,25.57,27.25,25.97
492,30.09,25.07,26.26,29.41,22.94,25.47,27.06,25.87
493,30.09,25.07,26.36,29.41,23.04,25.37,27.06,25.97
494,30.09,24.97,26.36,29.31,23.14,25.37,26.96,25.97
495,30.09,24.97,26.36,29.31,23.04,25.27,26.96,25.97
496,30.09,24.97,26.36,29.31,23.14,25.37,26.86,25.97
497,30.09,24.87,26.36,29.22,23.04,25.27,26.76,25.97
498,30.09,24.97,26.26,29.22,23.04,25.27,26.66,26.07
499,30.09,24.87,26.26,29.12,22.94,25.17,26.56,25.97
500,30.09,24.87,26.26,29.12,23.04,25.17,26.56,25.97
501,30.09,24.87,26.26,29.12,23.14,25.17,26.46,25.97
502,30.09,24.87,26.26,29.12,23.04,25.17,26.46,25.97
503,30.09,24.87,26.36,29.12,23.04,25.07,26.56,26.07
504,30.09,24.77,26.26,29.02,22.94,24.97,26.46,26.07
505,30.19,24.77,26.26,29.02,22.94,25.07,26.46,26.07
506,30.19,24.77,26.26,29.02,22.94,24.97,26.56,26.07
507,30.29,24.77,26.36,28.92,22.84,24.97,26.56,26.07
508,30.19,24.66,26.46,28.83,22.94,24.87,26.46,26.07
509,30.19,24.66,26.66,28.83,22.94,24.97,26.36,26.17
510,30.19,24.77,26.86,28.83,22.94,24.87,26.36,26.17
511,30.19,24.66,26.86,28.73,23.14,24.87,26.36,26.26
512,30.19,24.66,27.06,28.73,23.25,24.87,26.26,26.17
513,30.09,24.56,27.55,28.63,23.04,24.77,26.17,26.26
514,30.19,24.56,27.65,28.53,23.04,24.77,26.26,26.26
515,30.09,24.56,27.75,28.43,22.94,24.77,26.07,26.26
516,30.09,24.56,27.75,28.53,23.04,24.77,26.07,26.26
517,30.09,24.56,27.85,28.53,23.35,24.77,25.97,26.36
518,30.09,24.56,28.04,28.53,24.06,24.87,25.97,26.36
519,30.19,24.56,28.04,28.43,25.07,24.97,25.77,26.26
520,30.19,24.56,29.22,28.34,25.07,25.07,25.87,26.36
521,31.55,24.56,29.31,28.34,24.97,25.07,25.77,26.36
522,32.51,24.46,29.31,28.34,24.77,25.07,25.77,26.26
523,33.28,24.46,29.22,28.24,24.66,25.07,25.67,26.36
524,33.09,24.46,30.19,28.24,24.56,25.07,25.67,26.36
525,32.99,24.46,30.19,28.53,25.57,25.37,25.57,26.26
526,32.8,24.46,30.67,28.63,25.57,25.27,25.57,26.26
527,34.05,24.46,30.67,28.73,25.47,25.37,25.57,26.36
528,34.73,24.46,30.48,28.63,25.37,25.37,25.47,26.26
529,35.4,24.46,30.29,28.63,25.27,25.37,25.47,26.36
530,35.21,24.36,30.67,28.73,25.17,25.27,25.47,26.36
531,34.82,24.36,30.67,29.51,25.37,25.37,25.37,26.36
532,34.44,24.36,30.87,29.8,25.47,25.37,25.37,26.36
533,35.11,24.36,30.77,29.8,25.57,25.27,25.27,26.36
534,35.21,24.36,30.67,29.8,25.47,25.37,25.27,26.36
535,35.5,24.26,30.38,29.7,25.37,25.27,25.17,26.36
536,35.4,24.36,30.48,29.9,25.37,25.27,25.17,26.46
537,35.01,24.26,30.48,31.16,25.47,25.17,25.17,26.46
538,34.82,24.26,30.58,31.55,25.47,25.27,25.17,26.46
539,35.01,24.26,30.38,31.45,25.57,25.17,25.17,26.46
540,34.82,24.26,30.19,31.35,25.37,25.17,25.07,26.46
541,34.92,24.16,30.09,31.26,25.37,25.17,25.07,26.56
542,34.73,24.16,29.99,32.03,25.37,25.07,24.97,26.56
543,34.53,24.16,29.99,33.09,25.37,25.07,24.97,26.56
544,34.44,24.16,29.99,33.09,25.27,24.97,24.97,26.46
545,34.44,24.16,29.8,32.9,25.37,25.07,24.97,26.56
546,34.34,24.16,29.8,32.61,25.27,24.97,24.87,26.56
547,34.24,24.16,29.7,32.61,25.17,24.97,24.87,26.56
548,34.05,24.16,29.51,32.99,25.37,24.97,24.77,26.56
549,33.86,24.06,29.41,34.15,25.37,25.37,24.87,26.66
550,33.67,24.06,29.22,36.84,25.27,25.67,24.87,26.86
551,33.57,24.06,29.02,37.52,25.27,25.77,24.77,26.96
552,33.38,24.06,29.02,37.13,25.27,25.77,24.77,27.35
553,33.28,24.16,28.83,36.65,25.17,25.87,24.66,27.55
554,33.19,24.06,28.83,36.07,25.07,25.97,24.66,27.55
555,33.09,24.16,28.63,35.69,25.07,26.46,24.77,27.75
556,32.99,24.16,28.53,35.4,24.97,27.45,24.77,27.85
557,32.9,24.16,28.43,35.11,24.97,27.65,24.66,27.85
558,32.8,24.06,28.34,35.01,24.87,30.38,24.77,27.85
559,32.7,24.16,28.24,34.92,24.77,30.77,24.77,27.85
560,32.7,24.06,28.14,34.82,24.66,32.9,24.97,27.85
561,32.61,24.06,28.04,34.82,24.66,33.67,25.07,27.75
562,32.51,24.16,28.04,34.53,24.56,35.01,25.27,27.65
563,32.51,24.06,27.94,34.24,24.46,34.82,25.77,27.65
564,32.51,24.06,28.04,34.05,24.77,34.15,25.97,27.75
565,32.41,24.06,28.04,33.76,24.77,33.38,25.97,28.04
566,32.41,24.06,27.94,33.57,24.77,32.8,25.97,28.24
567,32.32,24.06,27.94,33.28,24.66,32.12,25.87,28.24
568,32.32,24.06,27.94,33.09,24.66,31.64,25.87,28.34
569,32.32,24.06,27.94,32.99,24.56,31.06,25.87,28.24
570,32.22,24.06,27.94,32.9,24.46,30.67,25.77,28.34
571,32.22,24.06,27.94,32.9,24.36,30.29,25.77,28.43
572,32.12,24.06,27.85,32.8,24.36,29.9,25.57,28.43
573,32.12,24.06,27.85,32.7,24.26,29.61,25.57,28.34
574,32.12,24.06,27.85,32.61,24.26,29.31,25.37,28.04
575,32.12,24.06,27.85,32.51,24.26,29.12,25.37,27.75
576,32.03,24.06,27.85,32.51,24.16,28.83,25.27,27.55
577,32.03,24.06,27.94,32.41,24.26,28.92,25.27,27.55
578,32.03,24.16,27.94,32.32,24.36,28.63,25.27,27.55
579,31.93,24.16,27.85,32.22,24.26,28.43,25.17,27.35
580,31.93,24.16,27.85,32.12,24.16,28.34,25.17,27.45
581,31.93,24.46,27.94,31.93,24.36,28.14,25.07,27.25
582,31.93,24.46,27.94,31.84,24.36,28.04,25.07,27.16
583,31.93,24.46,27.85,31.74,24.36,27.85,24.97,27.06
584,31.84,24.77,27.94,31.55,24.56,27.75,24.97,27.16
585,31.74,24.77,27.94,31.45,24.56,27.65,24.97,27.06
586,31.74,24.77,27.94,31.35,24.46,27.65,24.97,26.96
587,31.74,24.87,27.94,31.26,24.87,27.55,24.97,26.96
588,31.74,24.97,27.85,31.16,24.97,27.45,24.87,26.86
589,31.74,25.07,27.94,31.06,24.87,27.45,24.97,26.86
590,31.74,25.17,27.85,30.97,25.17,27.35,24.87,26.76
591,31.64,25.27,28.14,30.87,25.07,27.35,24.87,26.76
592,31.74,25.47,28.73,30.87,24.97,27.55,24.87,26.76
593,31.64,25.47,28.83,30.58,25.07,27.35,24.77,26.76
594,31.74,25.57,28.83,30.48,24.97,27.25,24.87,26.66
595,31.64,25.67,28.83,30.38,24.87,27.35,24.77,26.56
596,31.64,25.87,28.73,30.29,25.07,27.35,24.77,26.66
597,31.74,26.07,29.22,30.29,25.07,27.35,24.66,26.66
598,31.64,26.36,29.51,30.09,24.77,27.35,24.66,26.56
599,31.74,26.46,29.51,29.9,24.87,27.25,24.77,26.66
600,31.64,26.36,29.41,29.9,24.77,27.35,24.66,26.56
601,31.64,26.66,29.31,29.8,24.77,27.35,24.77,26.46
602,31.64,27.16,29.22,29.8,24.77,27.25,24.66,26.36
603,31.64,28.14,29.61,29.61,24.66,27.25,24.66,26.46
604,31.64,28.24,29.7,29.51,24.66,27.16,24.66,26.46
605,31.64,28.34,29.51,29.51,24.56,27.25,24.66,26.46
606,31.64,28.34,29.41,29.41,24.56,27.06,24.56,26.46
607,31.55,28.83,29.22,29.41,24.46,27.16,24.56,26.46
608,31.64,29.99,29.41,29.31,24.46,27.16,24.56,26.46
609,31.64,30.67,29.41,29.22,24.36,27.06,24.46,26.36
610,31.64,30.58,29.31,29.22,24.36,27.06,24.56,26.46
611,31.64,30.29,29.22,29.22,24.36,27.06,24.46,26.36
612,31.55,30.58,29.02,29.31,24.26,26.96,24.46,26.36
613,31.55,31.64,29.02,29.22,24.36,26.86,24.46,26.36
614,31.64,31.93,29.02,29.31,24.26,26.86,24.46,26.36
615,31.74,31.74,28.92,29.51,24.26,26.86,24.46,26.36
616,31.84,31.35,28.73,29.51,24.26,26.66,24.46,26.26
617,31.84,30.87,28.53,29.51,24.36,26.76,24.46,26.36
618,31.93,30.48,28.34,29.41,24.36,26.66,24.46,26.26
619,31.84,30.09,28.14,29.31,24.36,26.66,24.56,26.36
620,31.84,29.7,27.94,29.31,24.46,26.56,24.46,26.36
621,31.84,29.41,27.75,29.22,24.56,26.56,24.46,26.36
622,31.84,29.12,27.65,29.31,24.66,26.46,24.46,26.36
623,31.84,28.92,27.55,29.31,24.56,26.46,24.36,26.36
624,31.84,28.63,27.55,29.61,24.66,26.36,24.36,26.36
625,31.93,28.43,27.65,29.7,24.56,26.26,24.36,26.36
626,32.22,28.24,27.55,29.61,24.46,26.26,24.26,26.36
627,32.12,28.14,27.75,29.61,24.36,26.17,24.26,26.36
628,32.03,27.94,27.94,29.41,24.36,26.07,24.26,26.36
629,32.22,27.85,28.04,29.41,24.26,26.07,24.26,26.36
630,32.12,27.65,28.14,29.31,24.16,25.97,24.16,26.36
631,32.03,27.65,28.43,29.22,24.16,25.97,24.16,26.36
632,32.03,27.45,28.53,29.22,24.16,25.97,24.06,26.26
633,32.03,27.35,28.63,29.12,24.16,25.87,24.16,26.36
634,31.84,27.35,28.63,29.02,24.06,25.87,24.16,26.26
635,31.84,27.25,28.53,29.02,24.06,25.87,24.16,26.36
636,31.84,27.16,28.53,28.92,24.06,25.97,24.16,26.36
637,31.84,27.06,28.43,28.92,24.06,25.87,24.16,26.26
638,32.03,27.06,28.34,28.92,24.06,25.87,24.16,26.36
639,32.03,26.96,28.24,28.92,23.96,25.77,24.06,26.36
640,32.22,27.06,28.14,29.02,24.06,25.87,24.16,26.36
641,32.32,27.06,27.94,29.02,24.06,25.87,24.16,26.36
642,32.32,27.06,27.75,29.22,24.06,25.97,24.06,26.36
643,32.51,27.25,27.65,29.31,23.96,25.97,24.16,26.36
644,32.61,27.25,27.35,29.61,23.86,25.87,24.06,26.36
645,32.8,27.25,27.25,29.8,23.86,25.87,24.06,26.46
646,32.9,27.25,27.06,29.99,23.75,25.87,23.96,26.46
647,32.8,27.25,26.86,30.19,23.75,25.87,23.96,26.46
648,32.7,27.16,26.66,30.38,23.55,25.87,23.96,26.36
649,32.61,27.16,26.56,30.58,23.55,25.77,23.96,26.46
650,32.41,27.06,26.46,30.67,23.65,25.77,23.96,26.36
651,32.32,27.16,26.36,30.67,23.65,25.77,23.96,26.36
652,32.32,27.06,26.26,30.58,23.55,25.67,23.96,26.46
653,32.12,27.16,26.17,30.38,23.55,25.67,23.86,26.46
654,32.12,27.25,26.17,30.29,23.55,25.67,23.86,26.46
655,31.93,27.55,26.07,30.09,23.45,25.47,23.75,26.36
656,31.93,27.75,26.07,30.09,23.45,25.57,23.86,26.46
657,31.93,27.85,25.97,29.9,23.55,25.47,23.75,26.36
658,31.84,28.14,25.97,29.8,23.45,25.47,23.86,26.36
659,31.74,28.34,25.97,29.7,23.45,25.47,23.86,26.36
660,31.74,28.24,25.97,29.61,23.35,25.37,23.75,26.36
661,31.74,28.63,25.87,29.51,23.45,25.47,23.86,26.36
662,31.64,28.53,25.77,29.41,23.35,25.37,23.75,26.36
663,31.64,28.53,25.87,29.31,23.35,25.37,23.65,26.36
664,31.55,28.43,25.77,29.22,23.25,25.27,23.65,26.26
665,31.55,28.34,25.77,29.12,23.25,25.27,23.65,26.36
666,31.55,28.53,25.77,29.12,23.25,25.27,23.65,26.26
667,31.55,28.53,25.67,29.02,23.25,25.27,23.65,26.36
668,31.55,28.34,25.67,29.02,23.25,25.17,23.55,26.36
669,31.45,28.34,25.67,28.92,23.25,25.17,23.55,26.36
670,31.45,28.34,25.67,29.02,23.25,25.27,23.55,26.36
671,31.35,28.24,25.57,28.92,23.14,25.07,23.45,26.36
672,31.45,28.04,25.57,28.92,23.14,25.07,23.45,26.36
673,31.35,27.94,25.57,28.92,23.14,24.97,23.45,26.26
674,31.35,27.85,25.57,28.92,23.04,24.97,23.45,26.36
675,31.35,27.75,25.47,28.92,23.04,24.97,23.45,26.26
676,31.26,27.75,25.47,28.83,23.04,24.97,23.45,26.36
677,31.26,27.55,25.47,28.92,23.04,24.87,23.45,26.36
678,31.26,27.45,25.47,28.92,22.94,24.87,23.35,26.36
679,31.16,27.35,25.37,28.92,23.04,24.87,23.45,26.36
680,31.16,27.45,25.37,28.92,22.94,24.87,23.35,26.36
681,31.16,27.35,25.37,28.92,22.94,24.77,23.35,26.46
682,31.06,27.25,25.37,28.92,22.94,24.66,23.25,26.26
683,31.06,27.06,25.37,29.02,22.94,24.77,23.25,26.36
684,31.06,27.06,25.27,29.12,22.84,24.66,23.25,26.36
685,31.06,27.25,25.27,29.02,22.94,24.66,23.25,26.36
686,31.06,27.06,25.37,29.12,22.94,24.66,23.25,26.36
687,31.06,26.96,25.27,29.22,22.84,24.56,23.25,26.36
688,31.06,26.86,25.27,29.31,22.84,24.66,23.25,26.36
689,30.97,26.86,25.27,29.41,22.84,24.56,23.14,26.36
690,30.97,26.86,25.27,29.31,22.84,24.56,23.14,26.36
691,30.97,27.45,25.27,29.22,22.73,24.56,23.04,26.36
692,30.97,27.55,25.27,29.41,22.73,24.56,23.04,26.46
693,30.97,27.45,25.27,29.41,22.73,24.56,23.04,26.36
694,30.97,27.94,25.27,29.7,22.73,24.46,23.04,26.46
695,30.97,28.63,25.27,29.8,22.84,24.56,23.04,26.36
696,30.87,28.43,25.27,29.61,22.73,24.46,23.04,26.36
697,30.87,30.19,25.37,29.51,22.73,24.46,23.04,26.46
698,30.87,29.9,25.37,29.7,22.63,24.36,22.94,26.46
699,30.87,29.51,25.47,29.7,22.73,24.46,22.94,26.46
700,30.87,30.29,25.37,30.09,22.63,24.46,22.94,26.46
701,30.87,31.06,25.27,29.99,22.63,24.46,22.94,26.46
702,30.87,30.97,25.37,29.99,22.63,24.36,22.94,26.46
703,30.87,32.32,25.27,29.8,22.53,24.36,22.94,26.46
704,30.87,32.12,25.37,29.99,22.53,24.36,22.94,26.46
705,30.87,31.74,25.37,29.9,22.53,24.36,22.84,26.46
706,30.87,31.35,25.37,30.09,22.53,24.36,22.84,26.46
707,30.87,32.9,25.37,29.99,22.53,24.36,22.84,26.46
708,30.97,32.99,25.37,29.99,22.53,24.36,22.84,26.46
709,31.06,33.96,25.47,29.8,22.53,24.46,22.94,26.46
710,30.97,34.05,25.47,29.8,22.43,24.26,22.84,26.56
711,30.97,33.67,25.57,29.7,22.53,24.46,22.84,26.56
712,30.97,33.09,25.57,29.61,22.53,24.36,22.73,26.66
713,30.97,32.61,25.67,29.51,22.53,24.66,22.84,26.66
714,31.06,32.22,25.77,29.41,22.53,24.66,22.84,26.76
715,30.97,31.74,25.77,29.31,22.53,24.56,22.73,27.06
716,30.97,31.35,25.77,29.22,23.04,24.56,22.94,27.35
717,30.97,30.97,25.77,29.12,23.04,24.46,22.94,27.75
718,30.77,30.77,25.77,29.02,23.45,24.46,23.04,27.94
719,30.87,30.38,25.77,29.02,23.35,24.36,23.04,28.04
720,30.87,30.19,25.77,28.92,24.06,24.36,23.04,27.94
721,30.97,29.99,26.96,28.83,24.26,24.36,23.04,27.85
722,31.45,29.8,27.45,28.73,24.16,24.26,23.04,27.75
723,32.12,29.61,27.65,28.73,23.96,24.26,23.04,27.65
724,32.41,29.41,27.75,28.63,23.86,24.16,23.04,27.45
725,32.41,29.31,29.31,28.53,23.86,24.16,23.14,27.45
726,32.32,29.12,29.41,28.43,24.87,24.36,23.04,27.25
727,32.41,29.02,30.09,28.34,24.87,24.16,23.04,27.16
728,32.51,28.92,30.09,28.34,24.77,24.16,23.14,27.16
729,32.51,28.73,29.99,28.24,24.56,24.16,23.04,27.06
730,32.51,28.73,30.29,28.24,24.56,24.06,23.14,27.06
731,32.51,28.53,30.19,28.14,24.66,24.06,23.14,26.86
732,32.61,28.53,29.9,28.14,24.77,24.06,23.14,26.86
733,32.61,28.43,29.8,28.14,24.66,24.06,23.14,26.86
734,32.61,28.34,29.61,28.14,24.56,23.96,23.04,26.76
735,32.61,28.24,29.51,28.14,24.56,23.96,23.14,26.76
736,32.7,28.14,29.31,28.04,24.46,23.96,23.14,26.66
737,32.8,28.14,29.12,28.04,24.46,23.96,23.25,26.66
738,32.8,28.04,28.92,28.04,24.46,23.86,23.25,26.56
739,32.7,27.94,28.83,28.04,24.36,23.86,23.14,26.66
740,32.8,27.94,28.73,28.04,24.26,23.86,23.25,26.66
741,32.8,27.85,28.53,27.94,24.26,23.86,23.35,26.56
742,32.99,27.85,28.43,27.94,24.26,23.86,23.45,26.56
743,32.99,27.75,28.34,27.85,24.16,23.75,23.45,26.56
744,32.99,27.75,28.24,27.85,24.16,23.75,23.35,26.56
745,32.99,27.65,28.14,27.85,24.06,23.75,23.45,26.46
746,32.99,27.65,28.14,27.85,24.06,23.75,23.75,26.56
747,32.99,27.55,28.04,27.75,24.06,23.75,23.65,26.46
748,32.9,27.55,27.94,27.75,23.96,23.75,23.55,26.46
749,32.9,27.45,27.85,27.75,24.06,23.75,23.75,26.56
750,32.9,27.35,28.04,28.34,23.96,23.96,23.65,26.46
751,32.8,27.35,28.24,28.63,23.96,24.46,23.55,26.56
752,32.7,27.35,28.83,28.43,23.96,24.66,23.35,26.66
753,32.7,27.35,29.12,28.14,23.86,24.77,23.35,26.76
754,32.61,27.25,29.8,27.94,23.86,24.97,23.25,26.76
755,32.61,27.25,29.8,27.75,23.96,24.87,23.14,26.86
756,32.51,27.65,29.7,27.75,23.96,24.66,23.04,26.86
757,32.41,27.75,29.51,27.65,23.86,24.46,22.94,26.76
758,32.41,27.85,29.31,27.65,23.86,24.36,22.94,26.76
759,32.32,27.94,29.22,27.55,23.65,24.26,22.84,26.66
760,32.32,27.85,29.02,27.55,23.75,24.16,22.84,26.76
761,32.22,28.04,28.92,27.45,23.65,24.06,22.73,26.66
762,32.22,28.14,28.83,27.45,23.65,23.96,22.73,26.56
763,32.12,28.24,28.63,27.45,23.55,23.86,22.63,26.66
764,32.12,28.24,28.53,27.35,23.55,23.75,22.63,26.56
765,32.03,28.14,28.43,27.35,23.55,23.75,22.63,26.56
766,32.03,28.34,28.34,27.35,23.45,23.65,22.53,26.56
767,32.03,28.24,28.24,27.35,23.35,23.55,22.53,26.56
768,31.93,28.34,28.14,27.35,23.35,23.55,22.53,26.56
769,31.93,28.24,28.04,27.35,23.25,23.45,22.53,26.46
770,31.93,28.14,28.04,27.35,23.35,23.45,22.43,26.46
771,31.84,27.94,27.94,27.35,23.25,23.35,22.43,26.46
772,31.84,27.85,27.85,27.45,23.25,23.35,22.43,26.46
773,31.84,27.75,27.85,27.35,23.25,23.35,22.43,26.46
774,31.74,27.55,27.75,27.45,23.14,23.25,22.43,26.46
775,31.74,27.45,27.65,27.65,23.14,23.25,22.43,26.46
776,31.74,27.25,27.65,27.75,23.04,23.14,22.32,26.46
777,31.74,27.16,27.45,28.04,23.04,23.25,22.32,26.36
778,31.74,27.06,27.35,28.34,22.94,23.04,22.32,26.36
779,31.64,27.06,27.35,28.53,22.94,23.25,22.22,26.46
780,31.64,26.96,27.25,28.83,22.94,23.14,22.22,26.46
781,31.55,26.86,27.25,29.02,22.84,23.14,22.22,26.36
782,31.55,26.76,27.25,29.12,22.84,23.25,22.32,26.36
783,31.45,26.76,27.25,29.31,22.84,23.04,22.22,26.36
784,31.26,26.66,27.35,29.51,22.73,23.04,22.22,26.36
785,31.16,26.66,27.55,29.51,22.73,23.04,22.12,26.26
786,31.06,26.66,27.75,29.51,22.73,23.04,22.12,26.36
787,31.35,26.56,27.94,29.41,22.73,23.04,22.12,26.36
788,31.35,26.56,28.04,29.41,22.63,22.94,22.12,26.36
789,31.35,26.56,28.14,29.41,22.73,23.04,22.12,26.36
790,31.16,26.76,28.04,29.31,22.63,22.94,22.12,26.26
791,31.16,27.06,28.04,29.31,22.63,22.94,22.12,26.26
792,31.06,27.25,28.04,29.22,22.63,22.84,22.01,26.26
793,30.97,27.35,28.04,29.22,22.63,22.84,22.12,26.26
794,30.97,27.75,27.94,29.31,22.63,22.84,22.01,26.26
795,30.87,27.75,27.85,29.22,22.63,22.84,22.01,26.17
796,30.77,27.85,27.85,29.12,22.73,22.94,22.01,26.26
797,30.87,28.04,27.75,29.41,22.63,22.94,22.01,26.26
798,30.97,28.14,28.04,29.22,22.53,23.04,22.01,26.26
799,30.97,27.94,28.34,31.06,22.53,23.35,21.91,26.26
800,30.97,27.75,28.34,31.35,22.84,23.45,22.01,26.46
801,30.97,27.65,28.24,31.06,22.73,23.65,21.91,26.56
802,30.87,27.45,28.14,30.87,22.84,24.16,22.22,26.46
803,30.87,27.25,28.04,30.77,22.84,26.56,22.32,26.86
804,30.77,27.16,27.94,30.48,22.73,26.46,22.32,26.86
805,30.77,26.96,27.85,30.29,22.84,26.17,22.43,26.86
806,30.67,26.86,27.75,30.09,22.84,25.77,22.53,26.86
807,30.67,26.76,27.75,29.8,22.94,25.57,22.73,26.76
808,30.77,26.66,27.85,29.61,23.75,25.47,22.63,26.66
809,30.67,26.56,28.43,29.41,23.65,25.17,22.63,26.66
810,30.67,26.46,28.43,29.22,24.77,25.17,22.63,26.56
811,30.67,26.36,28.34,30.48,24.97,24.97,22.53,26.46
812,30.77,26.36,28.24,30.67,24.97,24.87,22.43,26.36
813,30.67,26.26,28.04,30.77,24.87,24.66,22.32,26.36
814,30.77,26.17,27.94,30.67,24.77,24.66,22.32,26.36
815,30.97,26.17,27.75,30.48,24.56,24.56,22.22,26.26
816,31.26,26.26,27.55,30.58,24.46,24.46,22.22,26.26
817,31.26,26.26,27.45,30.58,24.26,24.36,22.12,26.26
818,31.35,26.17,27.55,30.48,24.06,24.26,22.12,26.26
